DOT_NUMBER,APPLICATION_ID,POLICY_NUMBER,EFFECTIVE_DATE,RETRO_10SEC_GPS_SCORE_V1_SCORE,EARNED_PU_YEARS,PROJECTED_AL_AT_FAULT_COUNT,PROJECTED_INJURY_AL_AT_FAULT_COUNT,PROJECTED_NON_INJURY_AL_AT_FAULT_COUNT,AL_EARNED_PREMIUM_ADJ,M3_PROJECTED_AL_LOSS_ADJ,M3_PROJECTED_AL_INJURY_LOSS,M3_PROJECTED_AL_NON_INJURY_LOSS,PROJECTED_APD_AT_FAULT_COUNT,APD_EARNED_PREMIUM_ADJ,M3_PROJECTED_APD_LOSS_ADJ,PROJECTED_MTC_AT_FAULT_COUNT,MTC_EARNED_PREMIUM_ADJ,M3_PROJECTED_MTC_LOSS_ADJ,STATE,BIZ_OWNER_CREDIT_SCORE,DRIVERS_COUNT,FLEET_COUNT_POWER_UNIT,FLEET_TIV,YEARS_FMCSA,USDOT_SCORE_GRP,CREDIT_CODE,DATE_OF_CREDIT_REPORT_RUN,REGISTERED_MONTHS,OUT_OF_STATE_DRIVER_COUNT,TIER,INSPECTIONS_COUNTS,NON_OOS_VIOLATIONS,OOS_SEVERITY_WEIGHT,FMCSA_UNSAFE_VIO_RATIO,AVG_DRIVER_VIOS,DRIVER_TURNOVER,AVG_DRIVER_AGE,PCT_DRIVER_AGE_GTE_30,PCT_DRIVER_AGE_GTE_35,PCT_DRIVER_AGE_GTE_40,PCT_DRIVER_AGE_GTE_45,PCT_DRIVER_AGE_GTE_50,PCT_DRIVER_AGE_GTE_55,PCT_DRIVER_AGE_GTE_60,PCT_DRIVER_AGE_GTE_65,PCT_DRIVER_AGE_GTE_70,AVG_CDL_YEARS,PCT_CDL_YEARS_GTE_3,PCT_CDL_YEARS_GTE_5,PCT_CDL_YEARS_GTE_7,PCT_CDL_YEARS_GTE_9,PCT_CDL_YEARS_GTE_11,PCT_CDL_YEARS_GTE_15,PCT_CDL_YEARS_GTE_20,PCT_CDL_YEARS_GTE_25,AVG_VIOLATION_POINTS,PCT_VIOLATION_POINTS_EQ_0,PCT_VIOLATION_POINTS_GTE_1,PCT_VIOLATION_POINTS_GTE_2,PCT_VIOLATION_POINTS_GTE_3,MAX_RADIUS,COMMODITY_PRIMARY_CATEGORY,COMMODITY_PRIMARY_COMMODITY,AVG_ANNUAL_MILEAGE,PCT_VINS_ANNUAL_MILES_LT_75K,PCT_VINS_ANNUAL_MILES_LT_50K,PCT_VINS_ANNUAL_MILES_GT_100K,AL_EARNED_PREMIUM_ADJ_ONLEVEL,fold,cross_val_split
3744510,076dd065-7e55-4a8f-a98b-8ed43880b4a9,NNFTK2486846-24,2024-12-27,73.0,1.397261,1.052632,,1.052632,20244.599999,4529.236154175943,,4245.811754189944,,0.0,0.0,,0.0,0.0,MO,c0,3.0,3.0,0.0,2.0,b08,c0,,35.0,0.0,121.0,13.0,16.0,13.0,,,,45.666667,1.0,0.666667,0.666667,0.333333,0.333333,0.333333,0.333333,0.333333,0.0,6.0,1.0,0.333333,0.333333,0.333333,0.333333,0.0,0.0,0.0,1.0,0.666667,0.333333,0.333333,0.333333,999plus,,AdmittedCommodityPaperAndPaperProducts,98510.7370731631,0.0,0.0,0.333333,22269.0599989,V,exclude
3497928,082fb5d7-f2a5-4990-88dd-fa8be9e9b902,NNFTK9715253-24,2024-11-17,43.0,0.956168,,,,6047.739721999999,84.66835610800001,,,,4078.9972550000007,57.105961570000005,,963.8136989999998,13.493391786,NC,c0,1.0,1.0,96000.0,3.0,b09,b0,,47.0,0.0,118.0,3.0,2.0,6.0,,,,56.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,999plus,,AdmittedCommodityCannedGoods,95503.4405283289,0.0,0.0,0.0,6047.739721999999,T,train
3631581,0a66d251-3f71-4c8d-b8da-480876c5d817,NNFTK2201336-25,2025-03-11,42.0,0.643838,,,,12016.547945,168.23167123000002,,,,2272.7397220000003,31.818356108,,0.0,0.0,TX,c0,1.0,1.0,19000.0,3.0,b10,c0,,43.0,0.0,118.0,7.0,11.0,36.0,,,,67.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,10.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,999plus,,AdmittedCommodityAutoAccessoriesPartsNotTires,109799.11666391461,0.0,0.0,1.0,12016.547945,T,train
3790816,0bf8616f-850b-4a66-9856-eb374b6515de,NNFTK3871314-25,2025-01-20,71.0,0.835619,,,,7124.565216000001,99.743913024,,,,3900.988144,54.613834016,,1326.071146,18.564996044,NC,c0,1.0,1.0,65000.0,2.0,b08,b3,,35.0,0.0,118.0,8.0,6.0,8.0,,,,51.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,999plus,,AdmittedCommodityOtherBuildingSupplies,92784.18854803644,0.5,0.0,0.5,7124.565216000001,T,train
3564844,0d7efd3d-1f3f-4b2e-bb0b-d9c89391daad,NNFTK5631135-24,2024-03-02,18.0,2.775343,,,,21000.000002,294.000000028,,,,10083.000003,141.16200004200002,,2433.000001,34.062000014,OH,a1,7.0,2.0,95500.0,2.0,b08,a1,,35.0,3.0,118.0,1.0,0.0,7.0,,,,40.0,0.714286,0.714286,0.428571,0.142857,0.142857,0.142857,0.142857,0.0,0.0,3.142857,0.714286,0.142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,999plus,Consumer Goods,AdmittedCommodityOtherConsumerGoods,69470.05172257462,0.333333,0.333333,0.333333,23100.000002200002,T,train
3636008,0e81a64e-f9cc-44f2-810d-cd307c7235fb,NNFTK6968948-25,2025-08-30,9.0,0.863014,,,,8928.221917,124.995106838,,,,0.0,0.0,,719.753425,10.07654795,NC,c0,5.0,5.0,0.0,3.0,b06,a3,,47.0,0.0,121.0,11.0,4.0,0.0,,,,43.6,0.8,0.8,0.6,0.4,0.4,0.2,0.2,0.2,0.0,14.4,1.0,1.0,0.8,0.8,0.6,0.4,0.4,0.2,0.8,0.6,0.4,0.2,0.2,300,,AdmittedCommodityPaperAndPaperProducts,50824.81325064308,0.75,0.375,0.0,8928.221917,T,train
3626747,1046e4dd-9e0e-4f89-9e1b-a0018e5e29a7,NNFTK8081849-24,2024-12-27,31.0,0.846579,,,,10071.706850999999,141.003895914,,,,0.0,0.0,,1196.2109569999998,16.746953398,GA,c0,1.0,1.0,0.0,3.0,b06,b1,,38.0,0.0,119.0,2.0,0.0,0.0,,,,45.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,500,,AdmittedCommodityMeatsDressedPoultry,107429.26345781556,0.0,0.0,1.0,11582.462878649998,V,exclude
3512001,1066ee71-2268-444c-b1ae-70a86f2c534e,NNFTK8283448-24,2024-12-22,63.0,0.860277,,,,6349.682198,88.89555077199999,,,,2386.399997,33.409599958,,607.353425,8.50294795,IL,c0,1.0,1.0,50000.0,3.0,b07,a2,,47.0,0.0,119.0,6.0,4.0,0.0,,,,52.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,999plus,"Paper, Plastic, and Glass Products",AdmittedCommodityPaperAndPaperProducts,115483.62013242075,0.0,0.0,1.0,7127.518267255001,T,train
3510645,134a29e8-15fe-4bae-8875-dc6b0e273984,NNFTK2412145-25,2025-01-22,99.0,0.775345,,,,7237.046575,101.31865205,,,,0.0,0.0,,0.0,0.0,OH,c0,1.0,1.0,0.0,3.0,b09,c3,,43.0,0.0,118.0,12.0,11.0,37.0,,,,62.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,999plus,,AdmittedCommodityCannedGoods,122075.60151250703,0.0,0.0,1.0,7960.751232500001,H,exclude
4119070,137f3b03-9fda-4f89-9572-fb2a8e165b7e,NNFTK2793989-25,2025-10-09,47.0,0.063014,,,,614.509589,8.603134246,,,,215.065753,3.010920542,,65.912329,0.922772606,MO,c0,1.0,1.0,45000.0,1.0,a07,c0,,23.0,0.0,118.0,0.0,0.0,0.0,,,,48.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,999plus,,AdmittedCommodityOtherMiscellaneous,88573.66534294166,0.2,0.2,0.6,614.509589,T,early_stopping
1156842,18f4f349-e011-4e28-b8c5-671079227f19,NNFTK7433478-25,2025-10-31,60.0,0.008219,,,,66.0,0.924,,,,19.45,0.2723,,4.3,0.0602,GA,c0,3.0,3.0,100000.0,18.0,b01,b0,,227.0,0.0,118.0,7.0,3.0,0.0,,,,61.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333333,0.333333,0.0,23.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333333,0.0,1.0,0.0,0.0,0.0,500,,AdmittedCommodityLumber,83812.01884098217,0.333333,0.0,0.0,66.0,T,early_stopping
2928102,193402f6-a869-43a5-9d2c-8dc5e17d8137,NNFTK8226857-25,2025-09-29,,0.090411,,,,1035.115069,14.491610966,,,,0.0,0.0,,0.0,0.0,AZ,c0,1.0,1.0,0.0,8.0,b04,c0,,107.0,0.0,118.0,5.0,12.0,0.0,,,,49.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,999plus,Food & Beverage,AdmittedCommodityOtherFoodAndBeverages,148174.07084686036,0.0,0.0,1.0,1035.115069,T,train
2277521,0135c2f5-8073-4b24-9c1f-ab2cb3f4fb7f,NNFTK2345855-24,2024-06-02,29.0,12.682195,1.988364,0.960615,1.027749,174403.99999900002,198965.58234792794,189783.17896818792,6740.7473797540115,,0.0,0.0,,0.0,0.0,IL,c0,10.0,9.0,0.0,12.0,b04,c0,,146.0,4.0,121.0,57.0,42.0,127.0,,,,48.7,1.0,0.8,0.7,0.7,0.7,0.3,0.1,0.1,0.0,6.3,1.0,0.8,0.3,0.1,0.1,0.0,0.0,0.0,0.2,0.8,0.2,0.0,0.0,999plus,Food & Beverage,AdmittedCommodityVegetables,133974.45847991508,0.142857,0.095238,0.761905,195768.48999887754,T,train
3158309,026e11a6-aaa7-4816-9926-0ba9b35b982f,NNFTK3076072-25,2025-07-31,38.0,1.772602,,,,20846.263157,291.847684198,,,,0.0,0.0,,1446.315789,20.248421046,IL,c0,7.0,6.0,0.0,6.0,b05,b1,,83.0,4.0,119.0,30.0,30.0,0.0,,,,38.428571,1.0,0.428571,0.285714,0.285714,0.285714,0.0,0.0,0.0,0.0,10.857143,0.857143,0.857143,0.857143,0.571429,0.428571,0.428571,0.0,0.0,0.142857,0.857143,0.142857,0.0,0.0,999plus,,AdmittedCommodityPipe,119700.99592900758,0.142857,0.0,0.857143,20846.263157,T,train
3824671,04515810-6c31-4319-9f1e-8f720cd1ddac,NNFTK5186897-25,2025-04-01,80.0,1.172604,,,,15039.802737999998,210.557238332,,,,0.0,0.0,,0.0,0.0,MO,c0,2.0,2.0,0.0,2.0,b10,c0,,24.0,0.0,126.0,7.0,3.0,23.0,,,,54.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,6.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,999plus,,AdmittedCommodityPaperAndPaperProducts,91332.2115879543,0.0,0.0,0.0,16543.7830118,V,exclude
3295642,0672138e-d4d7-417e-b778-958354281f40,NNFTK7492255-24,2024-08-26,2.0,1.936988,1.024590,,1.024590,12041.759997,13172.637320383528,,13004.05268042553,0.988142,1665.0799969999998,42407.707752387716,,1739.16,24.348240000000004,NC,c0,2.0,2.0,28000.0,3.0,b08,c0,,46.0,0.0,118.0,1.0,2.0,0.0,,,,46.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,300,,AdmittedCommodityOtherConsumerGoods,34024.43182795961,1.0,0.666667,0.0,12041.759997,T,train
3483098,0e4c59e9-99d6-45e7-87d5-e9fd8a2d2a3e,NNFTK6693349-24,2024-09-13,35.0,0.580824,,,,9295.337076000002,130.13471906400002,,,,0.0,0.0,,0.0,0.0,GA,c1,1.0,1.0,0.0,3.0,b08,c1,,47.0,0.0,118.0,3.0,5.0,0.0,,,,56.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,999plus,,AdmittedCommodityFoodFrozenNotSeafood,125889.97838856513,0.0,0.0,1.0,10689.637637400001,V,exclude
3697147,0f486e50-b4d6-4118-a1a5-168540a2ad2a,NNFTK7200045-25,2025-09-21,95.0,0.224658,,,,2307.3783780000003,32.303297292,,,,598.2702700000001,8.37578378,,249.594595,3.49432433,GA,c0,2.0,2.0,60000.0,3.0,b08,b0,,47.0,0.0,120.0,15.0,26.0,0.0,,,,48.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,13.5,1.0,1.0,1.0,1.0,0.5,0.5,0.0,0.0,1.5,0.5,0.5,0.5,0.5,999plus,,AdmittedCommodityAutoAccessoriesPartsNotTires,86580.94756191692,0.375,0.25,0.5,2307.3783780000003,T,train
2375269,123faac9-2ad4-4917-a52a-2954b2b6df37,NNFTK1301223-25,2025-02-23,,1.375344,,,,12787.282361000001,179.021953054,,,,2395.0117699999996,33.53016478,,1269.188237,17.768635318,GA,c0,2.0,2.0,40000.0,10.0,b01,c0,,131.0,0.0,118.0,10.0,10.0,0.0,,,,48.5,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,999plus,,AdmittedCommodityOtherFoodAndBeverages,110952.04799990941,0.0,0.0,0.5,14705.374715150001,T,early_stopping
3746027,174e8793-0896-4891-87e2-e8b87f8a07c5,NNFTK6857802-25,2025-04-21,47.0,0.534248,,,,6809.976742999999,95.339674402,,,,2256.697681,31.593767534,,741.674418,10.383441852,GA,c0,1.0,1.0,40000.0,1.0,b05,c2,,23.0,0.0,118.0,2.0,9.0,0.0,,,,55.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,999plus,,AdmittedCommodityOtherMiscellaneous,110378.94837142377,0.0,0.0,1.0,7831.473254449998,T,early_stopping
3483812,0128b553-14fa-4a19-b0bb-9835f23ec540,NNFTK2013004-24,2024-10-02,86.0,3.999999,2.036884,0.984252,1.052632,24035.000001999997,250683.18490009423,241839.17017979806,8507.524720268157,,29990.000000999997,419.86000001400004,,8968.000000999999,125.55200001400001,PA,b2,6.0,4.0,1338000.0,3.0,b06,b2,,47.0,0.0,119.0,7.0,3.0,0.0,,,,43.833333,0.833333,0.666667,0.333333,0.333333,0.333333,0.333333,0.333333,0.166667,0.0,19.333333,1.0,1.0,0.666667,0.666667,0.666667,0.5,0.333333,0.333333,0.166667,0.833333,0.166667,0.0,0.0,999plus,Machinery and Industrial Equipment,AdmittedCommodityMachinery,101285.04866390723,0.0,0.0,0.666667,25236.750002099998,T,train
3687104,09d6a645-263c-4c5f-a3cf-418ece826d26,NNFTK1469806-25,2025-03-29,,0.594523,0.000000,,,7421.994517,103.90792323800002,,,,0.0,0.0,,951.8273950000001,13.32558353,SC,c0,1.0,1.0,0.0,3.0,b10,b3,,43.0,0.0,119.0,4.0,8.0,40.0,,,,59.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,500,,AdmittedCommodityPaperAndPaperProducts,36915.99213017268,1.0,1.0,0.0,7941.534133190001,V,exclude
3811142,116a043b-15a2-4dba-8fef-1cc3f0354a99,NNFTK9649127-24,2024-03-17,52.0,1.000004,0.000000,,,13820.999999,193.493999986,,,,5828.000001,81.592000014,1.000000,1402.0,9910.932347826089,IL,c2,2.0,1.0,75000.0,1.0,b07,c2,,23.0,0.0,118.0,5.0,4.0,16.0,,,,35.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,999plus,Building and Construction Supplies,AdmittedCommodityLumber,85555.76918129734,0.5,0.0,0.5,15514.0724988775,H,exclude
3024543,1317416f-1ae6-4945-8f08-3089dc47971b,NNFTK7543020-25,2025-10-02,34.0,0.246575,,,,2967.698629,41.547780806,,,,0.0,0.0,,147.69863,2.0677808200000003,IL,c0,3.0,3.0,5000.0,7.0,b04,a2,,95.0,0.0,121.0,4.0,4.0,0.0,,,,42.0,1.0,1.0,0.333333,0.333333,0.333333,0.0,0.0,0.0,0.0,10.666667,1.0,1.0,1.0,0.666667,0.333333,0.333333,0.0,0.0,1.333333,0.666667,0.333333,0.333333,0.333333,300,,AdmittedCommodityOtherBuildingSupplies,60420.510249116225,0.875,0.125,0.0,2967.698629,H,exclude
2170326,14180f3c-e3a2-4d8c-a19a-8c7f8c4754a9,NNFTK3450727-25,2025-07-28,22.0,1.578082,,,,23539.612902,329.554580628,,,,0.0,0.0,,0.0,0.0,NC,c0,5.0,6.0,0.0,11.0,b01,c1,,143.0,4.0,120.0,38.0,31.0,0.0,,,,45.6,1.0,1.0,0.6,0.6,0.2,0.2,0.0,0.0,0.0,13.8,1.0,1.0,0.8,0.8,0.6,0.4,0.2,0.0,1.0,0.6,0.4,0.2,0.2,999plus,Food & Beverage,AdmittedCommodityCannedGoods,99871.58918900913,0.25,0.0,0.5,23539.612902,T,train
